source,target,sign
XMetab__750___m____,XGene0__10249>10,1
XGene0__10249>10,XMetabCE4968_m,1
XMetab__11966141___m____,XGene0__10249>11,1
XMetab__750___m____,XGene0__10249>11,1
XGene0__10249>11,XMetabCE4970_m,1
XMetab__3036931___m____,XGene0__10249>12,1
XMetab__750___m____,XGene0__10249>12,1
XGene0__10249>12,XMetabCE4969_m,1
XMetab__444493___m____,XGene0__GLYACm,1
XMetab__750___m____,XGene0__GLYACm,1
XGene0__GLYACm,XMetabacgly_m,1
XMetab__444493___m____,XGene0__THRACm,1
XMetab__6288___m____,XGene0__THRACm,1
XGene0__THRACm,XMetabacthr__L_m,1
XMetab__750___c____,XGene0__6470>13,1
XMetab__135398652___c____,XGene0__6470>13,1
XGene0__6470>13,XMetab__5951___c____,1
XMetab__750___c____,XGene0__6470>14,1
XMetab__135398652___c____,XGene0__6470>14,1
XGene0__6470>14,XMetab__5951___c____,1
XMetab__105___c____,XGene0__29968,1
XGene0__29968,XMetab__68841___c____,1
XMetab__105___c____,XGene0__29968>15,1
XGene0__29968>15,XMetab__68841___c____,1
XMetab__68841___c____,XGene0__8781,1
XGene0__8781,XMetab__5951___c____,1
XMetab__68841___c____,XGene0__5723,1
XGene0__5723,XMetab__5951___c____,1
XMetab__6288___c____,XGene0__10993>16,1
XGene0__10993>16,XMetab__58___c____,1
XMetab__6288___c____,XGene0__113675,1
XGene0__113675,XMetab__58___c____,1
XMetab__58___c____,XGene0__OBDHc,1
XGene0__OBDHc,XMetab__92753___c____,1
XMetab__92753___m____,XGene0__10249>17,1
XMetab__750___m____,XGene0__10249>17,1
XGene0__10249>17,XMetabppiogly_m,1
XMetab__6443760___m____,XGene0__10249>18,1
XMetab__750___m____,XGene0__10249>18,1
XGene0__10249>18,XMetabtiggly_m,1
XMetab__6288___c____,XGene0__HMR_4284,1
XGene0__HMR_4284,XMetab__750___c____,1
XMetab__305___c____,XGene0__55349>19,1
XGene0__55349>19,XMetab__249___c____,1
XMetab__1088___c____,XGene0__55066,1
XGene0__55066,XMetab__673___c____,1
XGene0__55066_reverse,XMetab__1088___c____,1
XMetab__673___c____,XGene0__55066_reverse,1
XMetab__1088___c____,XGene0__29958>20,1
XGene0__29958>20,XMetab__673___c____,1
XGene0__29958>20_reverse,XMetab__1088___c____,1
XMetab__673___c____,XGene0__29958>20_reverse,1
XMetab__757___c____,XGene0__54363,1
XGene0__54363,XMetab__760___c____,1
XMetab__757___c____,XGene0__51179,1
XGene0__51179,XMetab__760___c____,1
XMetab__92136___c____,XGene0__transporter>1,1
XGene0__transporter>1,XMetab__92136___m____,1
XGene0__transporter>1,XMetab__92136___c____,1
XMetab__92136___m____,XGene0__transporter>1,1
XMetab__71___m____,XGene0__4967_1738_8050_1743,1
XGene0__4967_1738_8050_1743,XMetab__3081383___m____,1
XMetab__71___m____,XGene0__4967_1738_8050_1743>21,1
XGene0__4967_1738_8050_1743>21,XMetab__3081383___m____,1
XMetab__160603___m____,XGene0__AASAD3m,1
XGene0__AASAD3m,XMetab__92136___m____,1
XMetab__71___c____,XGene0__51166,1
XGene0__51166,XMetab__92136___c____,1
XMetab__71___c____,XGene0__51166>22,1
XGene0__51166>22,XMetab__92136___c____,1
XMetab__5962___m____,XGene0__10157,1
XGene0__10157,XMetab__160556___m____,1
XMetab__160556___m____,XGene0__10157>23,1
XGene0__10157>23,XMetab__160603___m____,1
XMetab__92136___m____,XGene0__51166>24,1
XGene0__51166>24,XMetab__71___m____,1
XMetab__160603___m____,XGene0__10157>25,1
XGene0__10157>25,XMetab__160556___m____,1
XMetab__160603___c____,XGene0__501>26,1
XGene0__501>26,XMetab__92136___c____,1
XMetab__5460448___c____,XGene0__2DR1PP,1
XGene0__2DR1PP,XMetab__9828112___c____,1
XMetab__1060___m____,XGene0__64902,1
XMetab3aib__D_m,XGene0__64902,1
XGene0__64902,XMetab__296___m____,1
XGene0__64902,XMetab__5950___m____,1
XGene0__64902_reverse,XMetab__1060___m____,1
XGene0__64902_reverse,XMetab3aib__D_m,1
XMetab__296___m____,XGene0__64902_reverse,1
XMetab__5950___m____,XGene0__64902_reverse,1
XMetab3aib__D_m,XGene0__18,1
XGene0__18,XMetab__296___m____,1
XGene0__18_reverse,XMetab3aib__D_m,1
XMetab__296___m____,XGene0__18_reverse,1
XMetab__769___e____,XGene0__transporter>9,1
XGene0__transporter>9,XMetab__769___c____,1
XGene0__transporter>9,XMetab__769___e____,1
XMetab__769___c____,XGene0__transporter>9,1
XMetab34dhphe_c,XGene0__transporter>13,1
XGene0__transporter>13,XMetab34dhphe_e,1
XGene0__transporter>13,XMetab34dhphe_c,1
XMetab34dhphe_e,XGene0__transporter>13,1
XMetab__135398561___e____,XGene0__transporter>17,1
XGene0__transporter>17,XMetab__135398561___c____,1
XGene0__transporter>17,XMetab__135398561___e____,1
XMetab__135398561___c____,XGene0__transporter>17,1
XMetab__119___e____,XGene0__transporter>21,1
XGene0__transporter>21,XMetab__119___c____,1
XGene0__transporter>21,XMetab__119___e____,1
XMetab__119___c____,XGene0__transporter>21,1
XMetab__180___e____,XGene0__transporter>25,1
XGene0__transporter>25,XMetab__180___c____,1
XGene0__transporter>25,XMetab__180___e____,1
XMetab__180___c____,XGene0__transporter>25,1
XMetab__176___e____,XGene0__transporter>29,1
XGene0__transporter>29,XMetab__176___c____,1
XGene0__transporter>29,XMetab__176___e____,1
XMetab__176___c____,XGene0__transporter>29,1
XMetab__60961___e____,XGene0__transporter>33,1
XGene0__transporter>33,XMetab__60961___c____,1
XGene0__transporter>33,XMetab__60961___e____,1
XMetab__60961___c____,XGene0__transporter>33,1
XMetab__5950___e____,XGene0__transporter>39,1
XMetab__6267___c____,XGene0__transporter>40,1
XGene0__transporter>39,XMetab__5950___c____,1
XGene0__transporter>40,XMetab__6267___e____,1
XGene0__transporter>39,XMetab__5950___e____,1
XGene0__transporter>40,XMetab__6267___c____,1
XMetab__5950___c____,XGene0__transporter>39,1
XMetab__6267___e____,XGene0__transporter>40,1
XMetab__5862___c____,XGene0__transporter>47,1
XGene0__transporter>47,XMetab__5862___e____,1
XGene0__transporter>47,XMetab__5862___c____,1
XMetab__5862___e____,XGene0__transporter>47,1
XMetab__750___c____,XGene0__transporter>55,1
XGene0__transporter>55,XMetab__750___e____,1
XGene0__transporter>55,XMetab__750___c____,1
XMetab__750___e____,XGene0__transporter>55,1
XMetab__5951___c____,XGene0__transporter>59,1
XGene0__transporter>59,XMetab__5951___e____,1
XGene0__transporter>59,XMetab__5951___c____,1
XMetab__5951___e____,XGene0__transporter>59,1
XMetab__6288___c____,XGene0__transporter>63,1
XGene0__transporter>63,XMetab__6288___e____,1
XGene0__transporter>63,XMetab__6288___c____,1
XMetab__6288___e____,XGene0__transporter>63,1
XMetab__5962___c____,XGene0__transporter>67,1
XMetab__6322___e____,XGene0__transporter>68,1
XGene0__transporter>67,XMetab__5962___e____,1
XGene0__transporter>68,XMetab__6322___c____,1
XGene0__transporter>67,XMetab__5962___c____,1
XGene0__transporter>68,XMetab__6322___e____,1
XMetab__5962___e____,XGene0__transporter>67,1
XMetab__6322___c____,XGene0__transporter>68,1
XMetab__239___c____,XGene0__transporter>75,1
XGene0__transporter>75,XMetab__239___e____,1
XGene0__transporter>75,XMetab__239___c____,1
XMetab__239___e____,XGene0__transporter>75,1
XMetab__305___e____,XGene0__transporter>79,1
XGene0__transporter>79,XMetab__305___c____,1
XGene0__transporter>79,XMetab__305___e____,1
XMetab__305___c____,XGene0__transporter>79,1
XMetab__311___e____,XGene0__transporter>83,1
XGene0__transporter>83,XMetab__311___c____,1
XGene0__transporter>83,XMetab__311___e____,1
XMetab__311___c____,XGene0__transporter>83,1
XMetab__971___c____,XGene0__transporter>87,1
XGene0__transporter>87,XMetab__971___e____,1
XGene0__transporter>87,XMetab__971___c____,1
XMetab__971___e____,XGene0__transporter>87,1
XMetab__588___e____,XGene0__transporter>91,1
XGene0__transporter>91,XMetab__588___c____,1
XGene0__transporter>91,XMetab__588___e____,1
XMetab__588___c____,XGene0__transporter>91,1
XMetab3aib__D_c,XGene0__transporter>95,1
XGene0__transporter>95,XMetab3aib__D_e,1
XMetab__681___e____,XGene0__transporter>97,1
XGene0__transporter>97,XMetab__681___c____,1
XGene0__transporter>97,XMetab__681___e____,1
XMetab__681___c____,XGene0__transporter>97,1
XMetab__5793___r____,XGene0__transporter>101,1
XGene0__transporter>101,XMetab__5793___e____,1
XMetab__5793___e____,XGene0__transporter>101,1
XGene0__transporter>101,XMetab__5793___c____,1
XMetab__5793___c____,XGene0__transporter>101,1
XMetab__247___e____,XGene0__transporter>110,1
XGene0__transporter>110,XMetab__247___c____,1
XGene0__transporter>110,XMetab__247___e____,1
XMetab__247___c____,XGene0__transporter>110,1
XMetab__6274___e____,XGene0__transporter>114,1
XGene0__transporter>114,XMetab__6274___c____,1
XGene0__transporter>114,XMetab__6274___e____,1
XMetab__6274___c____,XGene0__transporter>114,1
XMetab__774___e____,XGene0__transporter>118,1
XGene0__transporter>118,XMetab__774___c____,1
XGene0__transporter>118,XMetab__774___e____,1
XMetab__774___c____,XGene0__transporter>118,1
XMetab__12647___e____,XGene0__transporter>122,1
XGene0__transporter>122,XMetab__12647___c____,1
XGene0__transporter>122,XMetab__12647___e____,1
XMetab__12647___c____,XGene0__transporter>122,1
XMetab__6306___e____,XGene0__transporter>126,1
XGene0__transporter>126,XMetab__6306___c____,1
XGene0__transporter>126,XMetab__6306___e____,1
XMetab__6306___c____,XGene0__transporter>126,1
XMetab__6106___e____,XGene0__transporter>130,1
XGene0__transporter>130,XMetab__6106___c____,1
XGene0__transporter>130,XMetab__6106___e____,1
XMetab__6106___c____,XGene0__transporter>130,1
XMetab__6137___e____,XGene0__transporter>134,1
XGene0__transporter>134,XMetab__6137___c____,1
XGene0__transporter>134,XMetab__6137___e____,1
XMetab__6137___c____,XGene0__transporter>134,1
XMetab__880___c____,XGene0__transporter>138,1
XGene0__transporter>138,XMetab__880___e____,1
XMetab__439260___e____,XGene0__transporter>140,1
XGene0__transporter>140,XMetab__439260___c____,1
XGene0__transporter>140,XMetab__439260___e____,1
XMetab__439260___c____,XGene0__transporter>140,1
XMetab__6262___e____,XGene0__transporter>144,1
XGene0__transporter>144,XMetab__6262___c____,1
XGene0__transporter>144,XMetab__6262___e____,1
XMetab__6262___c____,XGene0__transporter>144,1
XMetab__6140___e____,XGene0__transporter>148,1
XGene0__transporter>148,XMetab__6140___c____,1
XGene0__transporter>148,XMetab__6140___e____,1
XMetab__6140___c____,XGene0__transporter>148,1
XMetab__145742___e____,XGene0__transporter>152,1
XGene0__transporter>152,XMetab__145742___c____,1
XGene0__transporter>152,XMetab__145742___e____,1
XMetab__145742___c____,XGene0__transporter>152,1
XMetabps_hs_e,XGene0__transporter>156,1
XGene0__transporter>156,XMetabps_hs_c,1
XMetab__71077___e____,XGene0__transporter>158,1
XGene0__transporter>158,XMetab__71077___c____,1
XGene0__transporter>158,XMetab__71077___e____,1
XMetab__71077___c____,XGene0__transporter>158,1
XMetab__1118___e____,XGene0__transporter>162,1
XGene0__transporter>162,XMetab__1118___c____,1
XGene0__transporter>162,XMetab__1118___e____,1
XMetab__1118___c____,XGene0__transporter>162,1
XMetab__1110___c____,XGene0__transporter>166,1
XGene0__transporter>166,XMetab__1110___e____,1
XGene0__transporter>166,XMetab__1110___c____,1
XMetab__1110___e____,XGene0__transporter>166,1
XMetab__6305___e____,XGene0__transporter>170,1
XGene0__transporter>170,XMetab__6305___c____,1
XGene0__transporter>170,XMetab__6305___e____,1
XMetab__6305___c____,XGene0__transporter>170,1
XMetab__439208___c____,XGene0__transporter>174,1
XGene0__transporter>174,XMetab__439208___e____,1
XGene0__transporter>174,XMetab__439208___c____,1
XMetab__439208___e____,XGene0__transporter>174,1
XMetab__6057___e____,XGene0__transporter>178,1
XGene0__transporter>178,XMetab__6057___c____,1
XGene0__transporter>178,XMetab__6057___e____,1
XMetab__6057___c____,XGene0__transporter>178,1
XMetab__1176___e____,XGene0__transporter>182,1
XGene0__transporter>182,XMetab__1176___c____,1
XGene0__transporter>182,XMetab__1176___e____,1
XMetab__1176___c____,XGene0__transporter>182,1
XMetab__6287___e____,XGene0__transporter>186,1
XGene0__transporter>186,XMetab__6287___c____,1
XGene0__transporter>186,XMetab__6287___e____,1
XMetab__6287___c____,XGene0__transporter>186,1
XMetab__9750___c____,XGene0__transporter>190,1
XGene0__transporter>190,XMetab__9750___e____,1
XGene0__transporter>190,XMetab__9750___c____,1
XMetab__9750___e____,XGene0__transporter>190,1
XMetab__967___e____,XGene0__transporter>194,1
XGene0__transporter>194,XMetab__967___c____,1
XGene0__transporter>194,XMetab__967___e____,1
XMetab__967___c____,XGene0__transporter>194,1
XMetab__5997___r____,XGene0__transporter>198,1
XGene0__transporter>198,XMetab__5997___e____,1
XMetab__1102___c____,XGene0__transporter>200,1
XGene0__transporter>200,XMetab__1102___e____,1
XMetab__5699___c____,XGene0__transporter>202,1
XGene0__transporter>202,XMetab__5699___e____,1
XMetab__5997___e____,XGene0__transporter>198,1
XGene0__transporter>198,XMetab__5997___c____,1
XMetab__5960___e____,XGene0__transporter>206,1
XGene0__transporter>206,XMetab__5960___c____,1
XGene0__transporter>206,XMetab__5960___e____,1
XMetab__5960___c____,XGene0__transporter>206,1
XMetab__96___c____,XGene0__transporter>210,1
XMetab__1060___e____,XGene0__transporter>211,1
XGene0__transporter>210,XMetab__96___e____,1
XGene0__transporter>211,XMetab__1060___c____,1
XGene0__transporter>210,XMetab__96___c____,1
XGene0__transporter>211,XMetab__1060___e____,1
XMetab__96___e____,XGene0__transporter>210,1
XMetab__1060___c____,XGene0__transporter>211,1
XMetab__107689___e____,XGene0__transporter>218,1
XGene0__transporter>218,XMetab__107689___c____,1
XGene0__transporter>218,XMetab__107689___e____,1
XMetab__107689___c____,XGene0__transporter>218,1
XMetab__5810___e____,XGene0__transporter>222,1
XGene0__transporter>222,XMetab__5810___c____,1
XMetab__5810___c____,XGene0__transporter>222,1
XGene0__transporter>222,XMetab__5810___e____,1
XMetab__1045___e____,XGene0__transporter>226,1
XGene0__transporter>226,XMetab__1045___c____,1
XGene0__transporter>226,XMetab__1045___e____,1
XMetab__1045___c____,XGene0__transporter>226,1
XMetab__1103___e____,XGene0__transporter>230,1
XGene0__transporter>230,XMetab__1103___c____,1
XGene0__transporter>230,XMetab__1103___e____,1
XMetab__1103___c____,XGene0__transporter>230,1
XMetab__979___c____,XGene0__transporter>234,1
XGene0__transporter>234,XMetab__979___e____,1
XMetab__49___c____,XGene0__transporter>236,1
XGene0__transporter>236,XMetab__49___e____,1
XMetab__439286___c____,XGene0__transporter>238,1
XGene0__transporter>238,XMetab__439286___e____,1
XMetab__5810___m____,XGene0__transporter>222,1
XMetab__70___c____,XGene0__transporter>241,1
XGene0__transporter>241,XMetab__70___e____,1
XMetab__439176___c____,XGene0__transporter>243,1
XGene0__transporter>243,XMetab__439176___e____,1
XMetab__439155___c____,XGene0__transporter>245,1
XGene0__transporter>245,XMetab__439155___e____,1
XMetab__222656___c____,XGene0__transporter>247,1
XGene0__transporter>247,XMetab__222656___e____,1
XMetabgudac_e,XGene0__transporter>249,1
XGene0__transporter>249,XMetabgudac_c,1
XMetabgudac_c,XGene0__transporter>249,1
XGene0__transporter>249,XMetabgudac_e,1
XMetab__161166___e____,XGene0__transporter>253,1
XGene0__transporter>253,XMetab__161166___c____,1
XGene0__transporter>253,XMetab__161166___e____,1
XMetab__161166___c____,XGene0__transporter>253,1
XMetabcrtn_c,XGene0__transporter>257,1
XGene0__transporter>257,XMetabcrtn_e,1
XMetabkynate_e,XGene0__transporter>259,1
XGene0__transporter>259,XMetabkynate_c,1
XGene0__transporter>259,XMetabkynate_e,1
XMetabkynate_c,XGene0__transporter>259,1
XMetab__86___c____,XGene0__transporter>263,1
XGene0__transporter>263,XMetab__86___e____,1
XMetab__11811___c____,XGene0__transporter>265,1
XGene0__transporter>265,XMetab__11811___e____,1
XGene0__transporter>265,XMetab__11811___c____,1
XMetab__11811___e____,XGene0__transporter>265,1
XMetab__673___c____,XGene0__transporter>269,1
XGene0__transporter>269,XMetab__673___e____,1
XMetab__444972___c____,XGene0__transporter>271,1
XGene0__transporter>271,XMetab__444972___e____,1
XMetab__1198___c____,XGene0__transporter>273,1
XGene0__transporter>273,XMetab__1198___e____,1
XGene0__transporter>1,XMetab__92136___e____,1
XMetabps_hs_c,XGene0__transporter>156,1
XGene0__transporter>156,XMetabps_hs_e,1
XMetab__5997___c____,XGene0__transporter>198,1
XMetab__135398652___m____,XGene0__275,1
XGene0__275,XMetab__750___m____,1
XMetab__71___c____,XGene0__transporter>279,1
XGene0__transporter>279,XMetab__71___e____,1
XMetab__87___c____,XGene0__transporter>281,1
XGene0__transporter>281,XMetab__87___e____,1
XMetab3mhis_c,XGene0__transporter>283,1
XGene0__transporter>283,XMetab3mhis_e,1
XGene0__transporter>283,XMetab3mhis_c,1
XMetab3mhis_e,XGene0__transporter>283,1
XMetab__1669___e____,XGene0__transporter>287,1
XGene0__transporter>287,XMetab__1669___c____,1
XMetab__137___c____,XGene0__transporter>289,1
XGene0__transporter>289,XMetab__137___e____,1
XMetab__70914___c____,XGene0__transporter>291,1
XGene0__transporter>291,XMetab__70914___e____,1
XMetabacgly_c,XGene0__transporter>293,1
XGene0__transporter>293,XMetabacgly_e,1
XMetabacthr__L_c,XGene0__transporter>295,1
XGene0__transporter>295,XMetabacthr__L_e,1
XMetab__34755___c____,XGene0__transporter>297,1
XGene0__transporter>297,XMetab__34755___e____,1
XMetab__80283___c____,XGene0__transporter>299,1
XGene0__transporter>299,XMetab__80283___e____,1
XMetabCE1556_c,XGene0__transporter>301,1
XGene0__transporter>301,XMetabCE1556_e,1
XMetabCE2176_c,XGene0__transporter>303,1
XGene0__transporter>303,XMetabCE2176_e,1
XMetab__439233___c____,XGene0__transporter>305,1
XGene0__transporter>305,XMetab__439233___e____,1
XMetab__757___c____,XGene0__transporter>307,1
XGene0__transporter>307,XMetab__757___e____,1
XMetab__780___c____,XGene0__transporter>309,1
XGene0__transporter>309,XMetab__780___e____,1
XMetab__72886___c____,XGene0__transporter>311,1
XGene0__transporter>311,XMetab__72886___e____,1
XMetab__970___c____,XGene0__transporter>313,1
XGene0__transporter>313,XMetab__970___e____,1
XMetab__160556___c____,XGene0__transporter>315,1
XGene0__transporter>315,XMetab__160556___e____,1
XMetab__736715___c____,XGene0__transporter>317,1
XGene0__transporter>317,XMetab__736715___e____,1
XMetabhomoval_e,XGene0__transporter>319,1
XGene0__transporter>319,XMetabhomoval_c,1
XGene0__transporter>319,XMetabhomoval_e,1
XMetabhomoval_c,XGene0__transporter>319,1
XMetab__1669___c____,XGene0__transporter>287,1
XGene0__transporter>287,XMetab__1669___e____,1
XMetab__91552___c____,XGene0__transporter>325,1
XGene0__transporter>325,XMetab__91552___e____,1
XMetab__1004___e____,XGene0__PIt6b,1
XGene0__PIt6b_reverse,XMetab__1004___e____,1
XMetab__145742___c____,XGene0__58510,1
XGene0__58510,XMetab__440162___c____,1
XMetab__997___c____,XGene0__transporter>327,1
XGene0__transporter>327,XMetab__997___e____,1
XGene0__transporter>327,XMetab__997___c____,1
XMetab__997___e____,XGene0__transporter>327,1
XMetab__760___c____,XGene0__transporter>331,1
XGene0__transporter>331,XMetab__760___e____,1
XMetabCE4970_c,XGene0__transporter>333,1
XGene0__transporter>333,XMetabCE4970_e,1
XGene0__transporter>333,XMetabCE4970_c,1
XMetabCE4970_e,XGene0__transporter>333,1
XMetabCE2026_c,XGene0__transporter>337,1
XGene0__transporter>337,XMetabCE2026_e,1
XGene0__transporter>337,XMetabCE2026_c,1
XMetabCE2026_e,XGene0__transporter>337,1
XMetabCE4968_c,XGene0__transporter>341,1
XGene0__transporter>341,XMetabCE4968_e,1
XGene0__transporter>341,XMetabCE4968_c,1
XMetabCE4968_e,XGene0__transporter>341,1
XMetabppiogly_c,XGene0__transporter>345,1
XGene0__transporter>345,XMetabppiogly_e,1
XMetabtiggly_c,XGene0__transporter>347,1
XGene0__transporter>347,XMetabtiggly_e,1
XMetab4ohbut_c,XGene0__transporter>349,1
XGene0__transporter>349,XMetab4ohbut_e,1
XMetab__5459822___e____,XGene0__transporter>351,1
XGene0__transporter>351,XMetab__5459822___c____,1
XGene0__transporter>351,XMetab__5459822___e____,1
XMetab__5459822___c____,XGene0__transporter>351,1
XMetab__123689___c____,XGene0__transporter>355,1
XGene0__transporter>355,XMetab__123689___e____,1
XGene0__transporter>355,XMetab__123689___c____,1
XMetab__123689___e____,XGene0__transporter>355,1
XMetab__3614___c____,XGene0__transporter>359,1
XGene0__transporter>359,XMetab__3614___e____,1
XGene0__transporter>359,XMetab__3614___c____,1
XMetab__3614___e____,XGene0__transporter>359,1
XMetabCE4890_c,XGene0__transporter>363,1
XGene0__transporter>363,XMetabCE4890_e,1
XGene0__transporter>363,XMetabCE4890_c,1
XMetabCE4890_e,XGene0__transporter>363,1
XMetab__91588___c____,XGene0__transporter>367,1
XGene0__transporter>367,XMetab__91588___e____,1
XGene0__transporter>367,XMetab__91588___c____,1
XMetab__91588___e____,XGene0__transporter>367,1
XMetab__58___c____,XGene0__transporter>371,1
XGene0__transporter>371,XMetab__58___e____,1
XGene0__transporter>371,XMetab__58___c____,1
XMetab__58___e____,XGene0__transporter>371,1
XMetab13dampp_c,XGene0__transporter>375,1
XGene0__transporter>375,XMetab13dampp_e,1
XGene0__transporter>375,XMetab13dampp_c,1
XMetab13dampp_e,XGene0__transporter>375,1
XMetab__496___c____,XGene0__transporter>379,1
XGene0__transporter>379,XMetab__496___e____,1
XGene0__transporter>379,XMetab__496___c____,1
XMetab__496___e____,XGene0__transporter>379,1
XMetabCE4969_c,XGene0__transporter>383,1
XGene0__transporter>383,XMetabCE4969_e,1
XMetab__1112___c____,XGene0__transporter>385,1
XGene0__transporter>385,XMetab__1112___e____,1
XMetab__439415___c____,XGene0__transporter>387,1
XGene0__transporter>387,XMetab__439415___e____,1
XMetab__215___c____,XGene0__transporter>389,1
XGene0__transporter>389,XMetab__215___e____,1
XMetab__1100___c____,XGene0__transporter>391,1
XGene0__transporter>391,XMetab__1100___e____,1
XMetab__118___c____,XGene0__transporter>393,1
XGene0__transporter>393,XMetab__118___e____,1
XMetab__71___m____,XGene0__transporter>279,1
XGene0__transporter>279,XMetab__71___c____,1
XGene0__transporter>279,XMetab__71___m____,1
XMetab__86___c____,XGene0__23498,1
XGene0__23498,XMetab__5280673___c____,1
XMetab__11811___c____,XGene0__51166>890,1
XGene0__51166>890,XMetab42A3HP24DB_c,1
XMetab__11811___c____,XGene0__883,1
XGene0__883,XMetab42A3HP24DB_c,1
XMetab__11811___c____,XGene0__51166>891,1
XGene0__51166>891,XMetab42A3HP24DB_c,1
XMetab__5280499___c____,XGene0__AMCOXO,1
XGene0__AMCOXO,XMetab__71___c____,1
XMetab__5497143___m____,XGene0__549,1
XGene0__549,XMetab__9543037___m____,1
XMetab__5497143___m____,XGene0__3030_3032,1
XGene0__3030_3032,XMetab__9543037___m____,1
XMetab__5497143___m____,XGene0__1892,1
XGene0__1892,XMetab__9543037___m____,1
XMetab__439788___c____,XGene0__125061,1
XGene0__125061,XMetab__161166___c____,1
XMetab__3081383___m____,XGene0__2639,1
XGene0__2639,XMetab__5497143___m____,1
XMetab__3081383___m____,XGene0__2639>892,1
XGene0__2639>892,XMetab__5497143___m____,1
XMetab__9543037___m____,XGene0__3028,1
XGene0__3028,XMetab__92153___m____,1
XMetab__9543037___m____,XGene0__3033,1
XGene0__3033,XMetab__92153___m____,1
XMetab__9543037___m____,XGene0__3030_3032>893,1
XGene0__3030_3032>893,XMetab__92153___m____,1
XMetab__11811___c____,XGene0__8942,1
XGene0__8942,XMetab__86___c____,1
XGene0__8942,XMetab__5950___c____,1
XMetab__161166___c____,XGene0__8564,1
XGene0__8564,XMetab__11811___c____,1
XMetab__161166___c____,XGene0__51166>894,1
XGene0__51166>894,XMetab4aphdob_c,1
